Podcast_Title,Start_Time,End_Time,Auto_Label,Text,Coin,Sentiment
Altcoin Daily_20210507_$200 Chainlink Possible THIS YEAR! (CRAZY LINK PRICE PREDICTION) TA EXPERT BENJAMIN COWEN INTERVIEW.en.vtt,00:06:00.560,00:06:10.240,BTC,then you can see we've had a major cool-off period i look where we are today and the last time the link bitcoin evaluation or the link risk the link,BTC,
Altcoin Daily_20210507_$200 Chainlink Possible THIS YEAR! (CRAZY LINK PRICE PREDICTION) TA EXPERT BENJAMIN COWEN INTERVIEW.en.vtt,00:06:19.520,00:06:30.720,BTC,love holding it is because it tends to move in in very different ways than a lot of other alt coins with respect to bitcoin okay how many alt coins,BTC,
Altcoin Daily_20210507_$200 Chainlink Possible THIS YEAR! (CRAZY LINK PRICE PREDICTION) TA EXPERT BENJAMIN COWEN INTERVIEW.en.vtt,00:08:29.360,00:08:37.919,BTC,this goes for you know for bitcoin too newcomers to the space i always like to say it's too risky not to hold these assets and then that comes from,BTC,
Altcoin Daily_20210507_$200 Chainlink Possible THIS YEAR! (CRAZY LINK PRICE PREDICTION) TA EXPERT BENJAMIN COWEN INTERVIEW.en.vtt,00:10:38.959,00:10:46.880,BTC,a half months bitcoin was at 58 000 and while we have been putting in new all-time highs i i think the you know future the future market cycle might,BTC,
Altcoin Daily_20210507_$200 Chainlink Possible THIS YEAR! (CRAZY LINK PRICE PREDICTION) TA EXPERT BENJAMIN COWEN INTERVIEW.en.vtt,00:10:46.880,00:10:56.320,BTC,remember this phase of sort of like a sideways movement so if bitcoin continues to do something like this you know and and doesn't do anything consequential for a few,BTC,
Altcoin Daily_20210507_$200 Chainlink Possible THIS YEAR! (CRAZY LINK PRICE PREDICTION) TA EXPERT BENJAMIN COWEN INTERVIEW.en.vtt,00:11:40.480,00:11:50.000,BTC,show you guys this is a really interesting chart this shows the valuation of link and it color codes it based on whether bitcoin is above its 20-week moving average,BTC,
Altcoin Daily_20210507_$200 Chainlink Possible THIS YEAR! (CRAZY LINK PRICE PREDICTION) TA EXPERT BENJAMIN COWEN INTERVIEW.en.vtt,00:12:47.120,00:12:54.560,BTC,20 week again but we show the link bitcoin valuation you can see that it doesn't there's not a clear trend other than it just tends to go up over,BTC,
Altcoin Daily_20210507_$200 Chainlink Possible THIS YEAR! (CRAZY LINK PRICE PREDICTION) TA EXPERT BENJAMIN COWEN INTERVIEW.en.vtt,00:13:45.199,00:13:56.399,BTC,and bitcoins bitcoins roi normalized from inception okay so one of the things that that people talk about a lot is okay well you shouldn't invest in bitcoin because all,BTC,
Altcoin Daily_20210507_$200 Chainlink Possible THIS YEAR! (CRAZY LINK PRICE PREDICTION) TA EXPERT BENJAMIN COWEN INTERVIEW.en.vtt,00:16:47.440,00:16:57.199,BTC,headed to one to two hundred thousand dollars um but yeah me too i actually have a few personal bets with my friends um regarding bitcoin hitting 200 000 um,BTC,
Altcoin Daily_20210507_CARDANO PRICE TO EXPLODE! (CRAZY ADA PRICE PREDICTION) TA EXPERT BENJAMIN COWEN EXPLAINS.en.vtt,00:02:09.200,00:02:19.440,ETH,i don't consider ada to be an ethereum killer by any means i i consider it to be a hedge against ethereum um and and to be carving out its,ETH,
Altcoin Daily_20210507_CARDANO PRICE TO EXPLODE! (CRAZY ADA PRICE PREDICTION) TA EXPERT BENJAMIN COWEN EXPLAINS.en.vtt,00:02:37.519,00:02:44.560,BTC,they need to be at least outperforming bitcoin because if they can't outperform the king then why do you hold them because all coins have more downside risk i mean,BTC,
Altcoin Daily_20210507_CARDANO PRICE TO EXPLODE! (CRAZY ADA PRICE PREDICTION) TA EXPERT BENJAMIN COWEN EXPLAINS.en.vtt,00:04:50.320,00:04:57.199,BTC,from bitcoin's dump might not be as might not be as great but it also didn't crash as hard as the all coins did either so again it's not it's,BTC,
Altcoin Daily_20210507_CARDANO PRICE TO EXPLODE! (CRAZY ADA PRICE PREDICTION) TA EXPERT BENJAMIN COWEN EXPLAINS.en.vtt,00:08:48.720,00:09:00.000,BTC,great what's more important looking at its valuation against bitcoin okay and and we can use this to maybe talk about the theoretical upside we've been you know currently we're,BTC,
Altcoin Daily_20210507_CARDANO PRICE TO EXPLODE! (CRAZY ADA PRICE PREDICTION) TA EXPERT BENJAMIN COWEN EXPLAINS.en.vtt,00:09:43.360,00:09:51.279,ETH,we talking about like what are we wasting our time for but they don't necessarily have to go up against ethereum they don't necessarily have to go up against bitcoin forever,ETH,
Altcoin Daily_20210507_CARDANO PRICE TO EXPLODE! (CRAZY ADA PRICE PREDICTION) TA EXPERT BENJAMIN COWEN EXPLAINS.en.vtt,00:11:07.760,00:11:18.800,ETH,there's enough coins to where there's there's you know every single month there's some major milestone happening right whether it's you know some crazy extension of one coin against ethereum,ETH,
Altcoin Daily_20210507_CARDANO PRICE TO EXPLODE! (CRAZY ADA PRICE PREDICTION) TA EXPERT BENJAMIN COWEN EXPLAINS.en.vtt,00:11:28.720,00:11:36.399,ETH,than that of my portfolio but those those coins without you know bitcoin ethereum link data and dot constitute like 90 to 95 percent of my portfolio then it helps,ETH,
Altcoin Daily_20210507_CARDANO PRICE TO EXPLODE! (CRAZY ADA PRICE PREDICTION) TA EXPERT BENJAMIN COWEN EXPLAINS.en.vtt,00:11:46.079,00:11:55.200,ETH,a random walk and it's hard to really know what's going to happen in the short term but whenever we're back in these regions against ethereum a attends it's more,ETH,
Altcoin Daily_20210507_CARDANO PRICE TO EXPLODE! (CRAZY ADA PRICE PREDICTION) TA EXPERT BENJAMIN COWEN EXPLAINS.en.vtt,00:14:06.639,00:14:16.880,ETH,as you know the last cycle was just this crazy bull market but remember even with ethereum it still was capable of going down 60 at times um you know,ETH,
Altcoin Daily_20210507_CARDANO PRICE TO EXPLODE! (CRAZY ADA PRICE PREDICTION) TA EXPERT BENJAMIN COWEN EXPLAINS.en.vtt,00:14:59.680,00:15:07.120,ETH,obvious like what kind of trade-offs eth has and how you know there are high gas fees i think people are going to be interested in things like cardano exactly,ETH,
Altcoin Daily_20210507_CARDANO PRICE TO EXPLODE! (CRAZY ADA PRICE PREDICTION) TA EXPERT BENJAMIN COWEN EXPLAINS.en.vtt,00:15:36.399,00:15:44.959,ETH,right now it's ethereum's time to shine and and remember when ethereum's moving like this most all coins are not um and so we just sort of have to have,ETH,
Altcoin Daily_20210508_Dogecoin (DOGE) Hodlers BE WARNED! Elon Musk to DUMP the Cryptocurrency Price on SNL TONIGHT!.en.vtt,00:00:00.000,00:00:12.000,DOGE,elon musk is hosting snl tonight even though we're filming this a few days earlier and he has confirmed that dogecoin will be mentioned how significant is this to the,DOGE,
Altcoin Daily_20210508_Dogecoin (DOGE) Hodlers BE WARNED! Elon Musk to DUMP the Cryptocurrency Price on SNL TONIGHT!.en.vtt,00:00:12.000,00:00:23.840,DOGE,doge army and should doge holders be worried about a massive dump later tonight do you guys hold any dogecoin i do not but i don't know what you do,DOGE,
Altcoin Daily_20210508_Dogecoin (DOGE) Hodlers BE WARNED! Elon Musk to DUMP the Cryptocurrency Price on SNL TONIGHT!.en.vtt,00:00:32.559,00:00:41.360,DOGE,else they're like into doge they're like excited about it yeah well i'll tell you this i i bought dogecoin um at about one cent and i sold it at,DOGE,
Altcoin Daily_20210508_Dogecoin (DOGE) Hodlers BE WARNED! Elon Musk to DUMP the Cryptocurrency Price on SNL TONIGHT!.en.vtt,00:00:55.199,00:01:06.400,DOGE,not buy any doge after that until last week and over the weekend on saturday i bought 80 000 worth of doge at uh 36 cents right now at the,DOGE,
Altcoin Daily_20210508_Dogecoin (DOGE) Hodlers BE WARNED! Elon Musk to DUMP the Cryptocurrency Price on SNL TONIGHT!.en.vtt,00:01:06.400,00:01:17.200,DOGE,time it's filming it's 55 cents so i have been anticipating this huge doge pump over this week um and for me it's like looking at risk versus reward at,DOGE,
Altcoin Daily_20210508_Dogecoin (DOGE) Hodlers BE WARNED! Elon Musk to DUMP the Cryptocurrency Price on SNL TONIGHT!.en.vtt,00:01:54.720,00:02:02.960,DOGE,sell the news the rumor is doge on saturday night live but what if they come out and they mock doge on saturday night live like you know because i,DOGE,
Altcoin Daily_20210508_Dogecoin (DOGE) Hodlers BE WARNED! Elon Musk to DUMP the Cryptocurrency Price on SNL TONIGHT!.en.vtt,00:02:02.960,00:02:12.319,DOGE,mean really elon musk's whole thing with dogecoin if people don't get the bigger thing he's saying his bigger social commentary it's all money's a joke like that's what he's,DOGE,
Altcoin Daily_20210508_Dogecoin (DOGE) Hodlers BE WARNED! Elon Musk to DUMP the Cryptocurrency Price on SNL TONIGHT!.en.vtt,00:02:12.319,00:02:21.920,DOGE,really saying is that the dollar is just as big of a joke as dogecoin so let's just all buy dogecoin you know that's kind of his message in this,DOGE,
Altcoin Daily_20210508_Dogecoin (DOGE) Hodlers BE WARNED! Elon Musk to DUMP the Cryptocurrency Price on SNL TONIGHT!.en.vtt,00:02:45.360,00:02:55.440,DOGE,this whole entire dogecoin pump over the last couple months uh wall street bets going back to all that i think the one thing this has shown us number one,DOGE,
Altcoin Daily_20210508_Dogecoin (DOGE) Hodlers BE WARNED! Elon Musk to DUMP the Cryptocurrency Price on SNL TONIGHT!.en.vtt,00:03:03.599,00:03:11.519,DOGE,is out there when we work together because it's just people buying doge they're really working together to help you know move the price in crypto and bitcoin ethereum like,DOGE,
Altcoin Daily_20210508_Dogecoin (DOGE) Hodlers BE WARNED! Elon Musk to DUMP the Cryptocurrency Price on SNL TONIGHT!.en.vtt,00:03:19.200,00:03:26.319,crypto_space,stuff like that but if we can all just get our stuff together like we really could change things with cryptocurrency like that's what that's the message i've gotten from,,
Altcoin Daily_20210508_Dogecoin (DOGE) Hodlers BE WARNED! Elon Musk to DUMP the Cryptocurrency Price on SNL TONIGHT!.en.vtt,00:03:49.040,00:03:56.560,DOGE,which the kids are better at than we are so i never would have i knew doge would be around this cycle and it would be talked about but i,DOGE,
Altcoin Daily_20210508_Dogecoin (DOGE) Hodlers BE WARNED! Elon Musk to DUMP the Cryptocurrency Price on SNL TONIGHT!.en.vtt,00:04:04.560,00:04:15.120,DOGE,for four legs dog legs do what are the odds in your opinion that dogecoin will have the same sort of legs or awareness you know two to four years,DOGE,
Altcoin Daily_20210508_Dogecoin (DOGE) Hodlers BE WARNED! Elon Musk to DUMP the Cryptocurrency Price on SNL TONIGHT!.en.vtt,00:04:59.600,00:05:07.520,DOGE,people are using if you go look at the order books on finance or dogecoin even before all this happened it's insane how many bitcoin is on each satoshi someone,DOGE,
Altcoin Daily_20210508_Dogecoin (DOGE) Hodlers BE WARNED! Elon Musk to DUMP the Cryptocurrency Price on SNL TONIGHT!.en.vtt,00:05:07.520,00:05:15.919,DOGE,wants to do a little one experiment go check that out it'll blow your mind like look at the number of bitcoin per satoshi on dogecoin and then go look,DOGE,
Altcoin Daily_20210508_Dogecoin (DOGE) Hodlers BE WARNED! Elon Musk to DUMP the Cryptocurrency Price on SNL TONIGHT!.en.vtt,00:05:15.919,00:05:21.840,DOGE,at any other coin in the top 20. it'll blow you away it'll really kind of change the way you you look at it so i do think dogecoin does,DOGE,
Altcoin Daily_20210508_Dogecoin (DOGE) Hodlers BE WARNED! Elon Musk to DUMP the Cryptocurrency Price on SNL TONIGHT!.en.vtt,00:05:37.440,00:05:48.000,DOGE,dogecoin is the first coin in 2021 that has actually exceeded my price prediction for it so it's the first one that i actually hit and exceeded it was 25,DOGE,
Altcoin Daily_20210508_Dogecoin (DOGE) Hodlers BE WARNED! Elon Musk to DUMP the Cryptocurrency Price on SNL TONIGHT!.en.vtt,00:05:56.560,00:06:08.160,DOGE,you are saying that with dogecoin this time is different and there won't be any bitter bitter feelings um no no you mean like in terms of um like uh,DOGE,
Altcoin Daily_20210508_Dogecoin (DOGE) Hodlers BE WARNED! Elon Musk to DUMP the Cryptocurrency Price on SNL TONIGHT!.en.vtt,00:06:13.919,00:06:19.199,DOGE,yeah it's like oh next cycle it's still going to be a thing but of course you know you know you don't want to be holding too much doge or,DOGE,
Altcoin Daily_20210508_Dogecoin (DOGE) Hodlers BE WARNED! Elon Musk to DUMP the Cryptocurrency Price on SNL TONIGHT!.en.vtt,00:06:19.199,00:06:28.319,DOGE,any doge in the bear market i was just no yeah it's just like i tell people i mean you know about meme coins and and things like that like,DOGE,
Altcoin Daily_20210508_Dogecoin (DOGE) Hodlers BE WARNED! Elon Musk to DUMP the Cryptocurrency Price on SNL TONIGHT!.en.vtt,00:06:28.319,00:06:36.319,DOGE,and really i mean like litecoin is kind of a meme coin right like litecoin and dogecoin there's not that much difference between them right it's a community that likes,DOGE,
Altcoin Daily_20210508_Dogecoin (DOGE) Hodlers BE WARNED! Elon Musk to DUMP the Cryptocurrency Price on SNL TONIGHT!.en.vtt,00:07:20.240,00:07:27.440,DOGE,now they're not supposed to be a currency but dogecoin is a currency for that community it's exploded into something bigger we just have to accept a mean coin for,DOGE,
Altcoin Daily_20210508_Dogecoin (DOGE) Hodlers BE WARNED! Elon Musk to DUMP the Cryptocurrency Price on SNL TONIGHT!.en.vtt,00:07:42.080,00:07:50.560,DOGE,don't have delusions of grandeur that it's going to be you know that america is going to be exchanging dogecoin at disney world for a coke then i think you'll,DOGE,
Altcoin Daily_20210508_Dogecoin (DOGE) Hodlers BE WARNED! Elon Musk to DUMP the Cryptocurrency Price on SNL TONIGHT!.en.vtt,00:07:56.240,00:08:05.680,DOGE,a lot of people i'm happy for the people that made a lot of money with dogecoin it's been great yes great perspective to watch the full conversation there's a,DOGE,
Altcoin Daily_20210508_How Much Cardano (ADA) Do You Need To Become A Cryptocurrency Millionaire in 2021 _ BitBoy Crypto.en.vtt,00:00:00.000,00:00:12.559,ETH,as much excitement we're seeing for ethereum and eth 2.0 and the d5 ecosystem on eth we're seeing some substantial excitement for cardano so would you give me your updated,ETH,
Altcoin Daily_20210508_How Much Cardano (ADA) Do You Need To Become A Cryptocurrency Millionaire in 2021 _ BitBoy Crypto.en.vtt,00:00:24.560,00:00:33.520,ETH,um i love cardano like enzo i i feel like a lot of times i make this joke that i i'm in a love triangle with ethereum and cardona because,ETH,
Altcoin Daily_20210508_How Much Cardano (ADA) Do You Need To Become A Cryptocurrency Millionaire in 2021 _ BitBoy Crypto.en.vtt,00:00:56.960,00:01:04.879,crypto_space,know has a higher market share a lot of people know that obviously but in the decentralized platform space and decentralized web 3.0 you're not going to just have one,,
Altcoin Daily_20210508_How Much Cardano (ADA) Do You Need To Become A Cryptocurrency Millionaire in 2021 _ BitBoy Crypto.en.vtt,00:01:43.600,00:01:55.840,crypto_space,seeing kind of a a mini not many that's not the right word we're seeing a macro alt coin season so to speak when it comes to cryptocurrency in general,,
Altcoin Daily_20210508_How Much Cardano (ADA) Do You Need To Become A Cryptocurrency Millionaire in 2021 _ BitBoy Crypto.en.vtt,00:01:55.840,00:02:03.759,BTC,the last bull run obviously bitcoin was pumping the institutional money came in started putting money in bitcoin that was kind of the end of the bull market right this,BTC,
Altcoin Daily_20210508_How Much Cardano (ADA) Do You Need To Become A Cryptocurrency Millionaire in 2021 _ BitBoy Crypto.en.vtt,00:07:33.919,00:07:43.599,crypto_space,full conversation there is a link down below in the video description and if you're interested in learning more about cryptocurrency click subscribe you do not want to miss a,,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:00:11.519,00:00:28.080,crypto_space,a cryptocurrency millionaire but the question is how much money do you have to put in to get there [Music] all right welcome back everybody to alt coin daily my,,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:10:46.959,00:10:56.720,crypto_space,and decentralized finance and what it was saying is is that right now the mainstream is actually starting to get interested in d5 we didn't see that in the run,,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:10:56.720,00:11:03.440,crypto_space,over the summer we just saw the crypto degens that's what we call them you know it's people that will just throw money into anything hoping they get returns if,,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:12:46.720,00:12:53.040,ETH,is obviously doing great there's going to be a wealth effect for ethereums they're going to have they're going to feel like they have a lot of money and they're,ETH,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:13:37.760,00:13:46.800,ETH,was for ethereum it worked like gas fees are much lower this week than they were last week and so that gives promise also for e2.0 that it's actually going,ETH,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:13:46.800,00:13:54.160,ETH,to be able to solve all these problems look at the london hardwork that's coming in july they're going to burn billions worth of dollars of ethereum and so when,ETH,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:14:20.160,00:14:30.480,ETH,time you're on our channel you jokingly called yourself an ethereum maximalist i take it you're still just as bullish what what are your thoughts as far as uh price,ETH,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:16:57.920,00:17:07.760,ETH,bitcoin right you're going to see a a 320 000 bitcoin and then you're going to see it drop 25 percent and that money flow into ethereum so you're not,ETH,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:17:50.480,00:17:59.120,ETH,like enzo i i feel like a lot of times i make this joke that i i'm in a love triangle with ethereum and cardona because when ethereum's doing good,ETH,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:17:59.120,00:18:05.120,ETH,we're talking a lot about ethereum and the cardano people hate us and then when cardano is doing well we're talking a lot about cardano and the ethereum people hate,ETH,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:24:24.320,00:24:35.200,ETH,of um they're both they're both about where ethereum was in 2018. you know towards the end of the year ecosystem starting to full starting to fill up starting to,ETH,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:28:20.000,00:28:28.320,crypto_space,know that go from being worth nothing to a million dollars in a year and then back to nothing in a year so um i would say you definitely want,,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:29:37.279,00:29:48.880,crypto_space,influencer on youtube i know you've made it very clear as well as our channel but what responsibilities come with being a crypto influencer yeah we so like and you,,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:33:06.240,00:33:16.399,crypto_space,was a guy who um in my chat one day while i was live streaming he said that he had just sold all of his aetherium for cardano and that,,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:34:22.720,00:34:32.240,crypto_space,responsibility and just how much how much say we have over what happens in cryptocurrency and it's a beautiful thing that we have the chance to shape narratives and have,,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:37:00.240,00:37:06.960,crypto_space,like they know the kind of people that we are and they know what we stand for and um you know as long as we're in this together we're bringing,,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:43:58.160,00:44:08.000,crypto_space,nfts wasn't on our radar until last year and so um you know i definitely think that it's a platform to watch and you know i i know a lot,,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:44:25.920,00:44:32.800,crypto_space,lot of built-in synergy there um along as i mean i value relationships as well so that's a big part of it too i understand he he checks a bunch,,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:44:58.640,00:45:11.760,DOGE,but next question elon musk is hosting snl tonight even though we're filming this a few days earlier and he has confirmed that dogecoin will be mentioned how significant is,DOGE,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:45:11.760,00:45:23.680,DOGE,this to the doge army and should doge holders be worried about a massive dump later tonight do you guys hold any dogecoin i do not but i don't know,DOGE,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:45:32.240,00:45:41.280,DOGE,do too much else they're like into doge they're like excited about it yeah well i'll tell you this i i bought dogecoin um at about one cent and i,DOGE,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:45:54.160,00:46:06.160,DOGE,crazy i did not buy any doge after that until last week and over the weekend on saturday i bought 80 000 worth of doge at uh 36 cents right,DOGE,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:46:06.160,00:46:16.319,DOGE,now at the time it's filming it's 55 cents so i have been anticipating this huge doge pump over this week and for me it's like looking at risk versus,DOGE,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:46:46.880,00:46:53.760,crypto_space,this i probably all sold on my dose because i want to sell it before saturday night live not after then that's something you just learn in crypto like you,,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:46:53.760,00:47:02.880,DOGE,buy the rumor you sell the news the rumor is doge on saturday night live but what if they come out and they mock doge on saturday night live like,DOGE,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:47:02.880,00:47:11.599,DOGE,you know because i mean really elon musk's whole thing with dogecoin if people don't get the bigger thing he's saying his bigger social commentary it's all money's a joke,DOGE,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:47:11.599,00:47:21.040,DOGE,like that's what he's really saying is that the dollar is just as big of a joke as dogecoin so let's just all buy dose coin you know that's kind,DOGE,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:47:43.920,00:47:53.200,DOGE,think the one thing that this whole entire dogecoin pump over the last couple months uh wall street bets going back to all that i think the one thing this,DOGE,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:48:03.119,00:48:09.839,DOGE,how much money there really is out there when we work together because it's just people buying doge they're really working together to help you know move the price in,DOGE,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:48:09.839,00:48:18.559,ETH,crypto and bitcoin ethereum like i think we get too caught up in thinking we're smarter than everybody else um sometimes for sure i know that's a big problem is,ETH,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:48:40.160,00:48:48.000,crypto_space,of us that want to change the system than the ones that want to keep it the same is really just all coming together and kind of you know becoming,,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:48:48.000,00:48:56.079,DOGE,one to do that which the kids are better at than we are so i never would have i knew doge would be around this cycle and it would be,DOGE,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:49:03.680,00:49:14.319,DOGE,talked about last cycle for four legs dog legs do what what are the odds in your opinion that dogecoin will have the same sort of legs or awareness you,DOGE,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:49:34.000,00:49:41.359,crypto_space,of dollars i'm sorry billions of dollars in market cap is the number four overall cryptocurrency is the time we're recording this um so it's not really a joke like,,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:49:58.960,00:50:06.400,DOGE,that like a lot of people are using if you go look at the order books on finance or dogecoin even before all this happened it's insane how many bitcoin,DOGE,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:50:14.559,00:50:21.040,DOGE,dogecoin and then go look at any other coin in the top 20. it'll blow you away it'll really kind of change the way you you look at it so,DOGE,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:50:21.040,00:50:29.920,DOGE,i do think dogecoin does play a role in the overall crypto markets um is it going to stay in the top 10 for the next four years absolutely not,DOGE,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:50:37.200,00:50:47.440,DOGE,would like to say the dogecoin is the first coin in 2021 that has actually exceeded my price prediction for it so it's the first one that i actually hit,DOGE,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:50:54.559,00:51:06.160,DOGE,a moonboy thanks george but you are saying that with dogecoin this time is different and there won't be any bitter bitter feelings um no no you mean like in,DOGE,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:51:18.480,00:51:26.160,DOGE,holding too much doge or any doge in the bear market i was just no yeah it's just like i tell people i mean you know about meme coins and,DOGE,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:51:26.160,00:51:34.559,DOGE,and things like that like r and really i mean like litecoin is kind of a meme coin right like litecoin and dogecoin there's not that much difference between them,DOGE,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:52:18.400,00:52:26.720,DOGE,crypto currencies i call them crypto assets now they're not supposed to be a currency but dogecoin is a currency for that community it's exploded into something bigger we just,DOGE,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:52:41.200,00:52:49.119,DOGE,in it from that perspective and you don't have delusions of grandeur that it's going to be you know that america is going to be exchanging dogecoin at disney world,DOGE,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:52:49.119,00:52:55.599,DOGE,for a coke then i think you'll be okay you just got to keep it in perspective and you certainly want to diversify you don't want to only own dogecoin,DOGE,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:52:55.599,00:53:02.160,DOGE,even though it has worked out for a lot of people i'm happy for the people that made a lot of money with dogecoin it's been great to see like,DOGE,
Altcoin Daily_20210508_LAST CHANCE to Become a Millionaire with Cryptocurrency in 2021! _ BitBoy Crypto Interview.en.vtt,00:54:29.680,00:54:39.520,crypto_space,am i aaron's a kanye guy oh my god right now yeah but oh hello you got to go through the cycles just like crypto definitely ben thank you for,,
