Podcast_Title,Start_Time,End_Time,Auto_Label,Text,Coin,Sentiment
Crypto_Daily_Trade_Signals_20210417_Dogecoin_Prediction_Today!_Should_I_Buy_Dogecoin.en.vtt,00:05:14.840,00:05:27.919,ETH,2.263 trillion uh if you look at the bitcoin dominance right now it's a 50 51.15 percent and if we look at the ethereum dominance that's around about uh 12.5,ETH,
Crypto_Daily_Trade_Signals_20210417_Dogecoin_Prediction_Today!_Should_I_Buy_Dogecoin.en.vtt,00:05:27.919,00:05:42.080,BTC,percent to 12.75 percent so as the as we saw in the 2017 uh cycle uh when bitcoin uh when bitcoin dominance falls below uh 51 percent we can really,BTC,
Crypto_Daily_Trade_Signals_20210417_Dogecoin_Prediction_Today!_Should_I_Buy_Dogecoin.en.vtt,00:05:42.080,00:05:52.320,BTC,see that the alt season is uh is is going to pump uh you know uh in 2017 uh the bitcoin dominance was at 35 percent when the altcoin season,BTC,
Crypto_Daily_Trade_Signals_20210417_Dogecoin_Prediction_Today!_Should_I_Buy_Dogecoin.en.vtt,00:05:52.320,00:06:03.280,crypto_space,really got underway and uh it started a pump uh we're definitely we're definitely uh in the alt coin season right now uh this is confirmed by the different charts,,
Crypto_Daily_Trade_Signals_20210417_Dogecoin_Prediction_Today!_Should_I_Buy_Dogecoin.en.vtt,00:06:14.160,00:06:26.720,BTC,see bitcoin dominance drop uh to around about 45 to 35 percent and that will tell you um exactly that we're you know well into the top part of the,BTC,
Crypto_Daily_Trade_Signals_20210417_Dogecoin_Prediction_Today!_Should_I_Buy_Dogecoin.en.vtt,00:06:44.160,00:06:55.280,BTC,well one we're we're bitcoin dominance is falling we're heading into old coin season two we're getting a lot of hype uh so celebrities are getting on the bandwagon and,BTC,
Crypto_Daily_Trade_Signals_20210417_Dogecoin_Prediction_Today!_Should_I_Buy_Dogecoin.en.vtt,00:07:07.039,00:07:17.360,BTC,of change uh you can see that post up right there so yeah it's all looking good for dodge i wouldn't panic guys uh in all coin seasons coming bitcoin,BTC,
Crypto_Daily_Trade_Signals_20210417_Dogecoin_Prediction_Today!_Should_I_Buy_Dogecoin.en.vtt,00:07:52.319,00:08:02.720,ETH,1000 dollars worth of ethereum and the 500 worth of ethereum for the person who guessed when i was going to hit a thousand subscribers so right now we're getting,ETH,
Crypto_Daily_Trade_Signals_20210417_Dogecoin_Prediction_Today!_Should_I_Buy_Dogecoin.en.vtt,00:08:11.919,00:08:23.919,crypto_space,smash that like please comment please share with your friends this is daryl from daily crypto trade signals i hope you like this video peace out be safe be well,,
Crypto_Daily_Trade_Signals_20210419_Bitcoin_Price_Manipulation!_Who_Got_liquidated_&_Why__Why_Dogecoin_Survived.en.vtt,00:00:00.000,00:00:09.679,crypto_space,hey everybody this is daryl from crypto daily trade signals hope you're having a great day the weekend is over and in this video i'm going to talk about the,,
Crypto_Daily_Trade_Signals_20210419_Bitcoin_Price_Manipulation!_Who_Got_liquidated_&_Why__Why_Dogecoin_Survived.en.vtt,00:00:09.679,00:00:21.760,BTC,bitcoin flash crash i'm going to talk about how dodge coins survive the flash crash and i'm gonna talk about how many people got wrecked and history was made over,BTC,
Crypto_Daily_Trade_Signals_20210419_Bitcoin_Price_Manipulation!_Who_Got_liquidated_&_Why__Why_Dogecoin_Survived.en.vtt,00:00:21.760,00:00:32.160,crypto_space,this weekend so if you like this channel and you like this content smash that like subscribe and definitely you got to share with your friends i hope you all,,
Crypto_Daily_Trade_Signals_20210419_Bitcoin_Price_Manipulation!_Who_Got_liquidated_&_Why__Why_Dogecoin_Survived.en.vtt,00:00:32.160,00:00:43.840,BTC,have friends so let's get into the content right now as you all know that uh bitcoin yesterday had a huge flash crash and it went as low as 51,BTC,
Crypto_Daily_Trade_Signals_20210419_Bitcoin_Price_Manipulation!_Who_Got_liquidated_&_Why__Why_Dogecoin_Survived.en.vtt,00:01:18.960,00:01:36.240,crypto_space,that 10 billion dollars got eliminated and people got wrecked and i always say and this is really to quote george from crypto rs in this crypto market bulls can,,
Crypto_Daily_Trade_Signals_20210419_Bitcoin_Price_Manipulation!_Who_Got_liquidated_&_Why__Why_Dogecoin_Survived.en.vtt,00:02:05.520,00:02:24.319,BTC,gone i always like to follow the advice of george at crypto rs and and i believe in it 50 25 25 rule 50 in bitcoin 25 percent in higher,BTC,
Crypto_Daily_Trade_Signals_20210419_Bitcoin_Price_Manipulation!_Who_Got_liquidated_&_Why__Why_Dogecoin_Survived.en.vtt,00:03:09.200,00:03:21.599,BTC,and it's market manipulation the whales want your bitcoin very simple the whales want you to give up your bitcoins they want you to get wrecked the exchanges want you,BTC,
Crypto_Daily_Trade_Signals_20210419_Bitcoin_Price_Manipulation!_Who_Got_liquidated_&_Why__Why_Dogecoin_Survived.en.vtt,00:03:21.599,00:03:35.040,ETH,want you to get wrecked because they make the fees do not trade on leverage so despite all of this happening uh you know bitcoin went down around 20 ethereum,ETH,
Crypto_Daily_Trade_Signals_20210419_Bitcoin_Price_Manipulation!_Who_Got_liquidated_&_Why__Why_Dogecoin_Survived.en.vtt,00:03:57.120,00:04:07.760,ETH,bitcoin flash crash a lot of people didn't ethereum people trading ethereum on leverage got wrecked people that were trading any of the other coins on on leverage they got,ETH,
Crypto_Daily_Trade_Signals_20210419_Bitcoin_Price_Manipulation!_Who_Got_liquidated_&_Why__Why_Dogecoin_Survived.en.vtt,00:04:22.639,00:04:34.240,BTC,we look at the sunday bitcoin flash crash sees 10 billion positions liquidated as i mentioned earlier you know we saw on sunday that uh bitcoin flash crash causing large-scale,BTC,
Crypto_Daily_Trade_Signals_20210419_Bitcoin_Price_Manipulation!_Who_Got_liquidated_&_Why__Why_Dogecoin_Survived.en.vtt,00:04:34.240,00:04:46.000,BTC,liquidations across the board with the total market capitalization dropping almost 4 billion so bitcoin basically dropped about 4 billion in in in you know a very short period of,BTC,
Crypto_Daily_Trade_Signals_20210419_Bitcoin_Price_Manipulation!_Who_Got_liquidated_&_Why__Why_Dogecoin_Survived.en.vtt,00:04:46.000,00:05:00.919,BTC,time so and as i said earlier bitcoin dumped around about 10 000 bucks and went as low as uh fifty thousand nine hundred fifty one thousand dollars on the,BTC,
Crypto_Daily_Trade_Signals_20210419_Bitcoin_Price_Manipulation!_Who_Got_liquidated_&_Why__Why_Dogecoin_Survived.en.vtt,00:05:00.919,00:05:14.160,BTC,benevinance exchange so you know we've seen we've seen that uh right now bitcoin is uh is recovering a little bit uh so that's all that's good news uh i,BTC,
Crypto_Daily_Trade_Signals_20210419_Bitcoin_Price_Manipulation!_Who_Got_liquidated_&_Why__Why_Dogecoin_Survived.en.vtt,00:05:14.160,00:05:25.360,BTC,mean it's it's gained back a good portion of its gains bitcoin right now is trading at 57 160 so that's good news uh so it's bouncing back uh pretty,BTC,
Crypto_Daily_Trade_Signals_20210419_Bitcoin_Price_Manipulation!_Who_Got_liquidated_&_Why__Why_Dogecoin_Survived.en.vtt,00:06:30.720,00:06:48.560,ETH,uh we saw 5.2 billion in bitcoin liquidations here we we saw ethereum liquidations here uh was about 1.1 1.16 billion we saw xrp 496 million in liquidations we also,ETH,
Crypto_Daily_Trade_Signals_20210419_Bitcoin_Price_Manipulation!_Who_Got_liquidated_&_Why__Why_Dogecoin_Survived.en.vtt,00:07:05.919,00:07:18.000,crypto_space,liquidation in top number liquidations accounting for almost 49 percent but uh and that was about 4.94 billion but beanettes is the the biggest exchange right guys so hobie was,,
Crypto_Daily_Trade_Signals_20210419_Bitcoin_Price_Manipulation!_Who_Got_liquidated_&_Why__Why_Dogecoin_Survived.en.vtt,00:07:30.319,00:07:45.199,BTC,march 15th which saw 2.4 billion in liquidations now remember march 15th was not too long ago when btc dumped from 60 to 55. so we're seeing we're seeing bigger,BTC,
Crypto_Daily_Trade_Signals_20210419_Bitcoin_Price_Manipulation!_Who_Got_liquidated_&_Why__Why_Dogecoin_Survived.en.vtt,00:07:45.199,00:07:57.280,BTC,correction but remember we went down to 55 we went back up to 60 and then we hit uh 65 000 on bitcoin so this correction yeah it was manipulated,BTC,
Crypto_Daily_Trade_Signals_20210419_Bitcoin_Price_Manipulation!_Who_Got_liquidated_&_Why__Why_Dogecoin_Survived.en.vtt,00:08:07.599,00:08:19.120,BTC,and it's really the whales trying to liquidate the long so they can buy the next bitcoin because buying cheap bitcoin now sets the tone for the next big leg,BTC,
Crypto_Daily_Trade_Signals_20210419_Bitcoin_Price_Manipulation!_Who_Got_liquidated_&_Why__Why_Dogecoin_Survived.en.vtt,00:08:19.120,00:08:28.800,BTC,up so you know my price prediction really soon is that bitcoin is going to hit 70 000 on the next leg up before we have a next uh big,BTC,
Crypto_Daily_Trade_Signals_20210419_Bitcoin_Price_Manipulation!_Who_Got_liquidated_&_Why__Why_Dogecoin_Survived.en.vtt,00:08:28.800,00:08:39.200,crypto_space,correction so once again guys stay out of uh leveraged training do not leverage trade you know you're going to get you're definitely going to get slaughtered okay also all,,
Crypto_Daily_Trade_Signals_20210419_Bitcoin_Price_Manipulation!_Who_Got_liquidated_&_Why__Why_Dogecoin_Survived.en.vtt,00:08:39.200,00:08:51.279,ETH,coins also suffered bitcoin uh accounted for the majority of the liquidations uh however uh it seems that all coins were not spared here ethereum was uh accounted for 1.16,ETH,
Crypto_Daily_Trade_Signals_20210419_Bitcoin_Price_Manipulation!_Who_Got_liquidated_&_Why__Why_Dogecoin_Survived.en.vtt,00:10:00.320,00:10:14.560,BTC,can see that this is where we had the bitcoin flash crash right here in this area here and uh you can see that even though bitcoin uh dropped to,BTC,
Crypto_Daily_Trade_Signals_20210419_Bitcoin_Price_Manipulation!_Who_Got_liquidated_&_Why__Why_Dogecoin_Survived.en.vtt,00:10:31.760,00:10:43.920,BTC,and uh dodge has recovered and survived the bitcoin flash uh crash a lot better than other altcoins and i see a very interesting pattern here on the four hour,BTC,
Crypto_Daily_Trade_Signals_20210419_Bitcoin_Price_Manipulation!_Who_Got_liquidated_&_Why__Why_Dogecoin_Survived.en.vtt,00:11:50.560,00:12:03.440,BTC,uh april 27th uh area so that's kind of my quick ta on where i see dodge heading uh yeah dodge basically survived the bitcoin uh crash came out pretty,BTC,
Crypto_Daily_Trade_Signals_20210419_Bitcoin_Price_Manipulation!_Who_Got_liquidated_&_Why__Why_Dogecoin_Survived.en.vtt,00:12:03.440,00:12:13.279,crypto_space,much unscathed and yeah this is daryl from crypto daily trade signals if you like this content please smash that like subscribe and definitely share with your friends please give,,
Crypto_Daily_Trade_Signals_20210419_Doge_Day_4_20!_Huge_Pump_Coming!_Elon_Musk_HUGE_DOGECOIN_ANNOUNCEMENT_⚠️.en.vtt,00:00:00.000,00:00:09.280,crypto_space,it is there from crypto daily trade signals if you like crypto and you like money then you're at the right channel at the right place i've got a really,,
Crypto_Daily_Trade_Signals_20210419_Doge_Day_4_20!_Huge_Pump_Coming!_Elon_Musk_HUGE_DOGECOIN_ANNOUNCEMENT_⚠️.en.vtt,00:00:16.960,00:00:26.800,crypto_space,uh so let's get into the content if you like this channel smash that like subscribe let's get it hey everybody this is daryl from crypto daily trade signals and,,
Crypto_Daily_Trade_Signals_20210419_Doge_Day_4_20!_Huge_Pump_Coming!_Elon_Musk_HUGE_DOGECOIN_ANNOUNCEMENT_⚠️.en.vtt,00:01:17.360,00:01:29.759,DOGE,announcement uh he's just partnered with with nasa so this is also a huge announcement he's one of the uh biggest uh supporters and advocates for for doge so yeah,DOGE,
Crypto_Daily_Trade_Signals_20210419_Doge_Day_4_20!_Huge_Pump_Coming!_Elon_Musk_HUGE_DOGECOIN_ANNOUNCEMENT_⚠️.en.vtt,00:01:48.880,00:01:57.840,DOGE,amazing news for for the dogecoin uh a lot of people just jumping on the bandwagon on this 420 so let's look at the let's look at where we are,DOGE,
Crypto_Daily_Trade_Signals_20210419_Doge_Day_4_20!_Huge_Pump_Coming!_Elon_Musk_HUGE_DOGECOIN_ANNOUNCEMENT_⚠️.en.vtt,00:02:07.680,00:02:21.840,DOGE,see uh so we're looking at uh dogecoin to make a measure move to 69 cents uh right now we're trading at uh 38 cents so for us to get,DOGE,
Crypto_Daily_Trade_Signals_20210419_Doge_Day_4_20!_Huge_Pump_Coming!_Elon_Musk_HUGE_DOGECOIN_ANNOUNCEMENT_⚠️.en.vtt,00:02:21.840,00:02:36.000,crypto_space,to 69 cents we're going to have to move uh up into this area here and i think that 69 cents is definitely possible i think we're probably going to,,
Crypto_Daily_Trade_Signals_20210419_Doge_Day_4_20!_Huge_Pump_Coming!_Elon_Musk_HUGE_DOGECOIN_ANNOUNCEMENT_⚠️.en.vtt,00:02:46.080,00:02:55.120,crypto_space,to probably hit 69 cents tonight i mean this is good definitely going to be a big pump uh uh tonight uh so you guys want to definitely stay tuned,,
Crypto_Daily_Trade_Signals_20210419_Doge_Day_4_20!_Huge_Pump_Coming!_Elon_Musk_HUGE_DOGECOIN_ANNOUNCEMENT_⚠️.en.vtt,00:02:55.120,00:03:03.680,crypto_space,and stay on track for that because it's definitely going to happen so i just want to give you a quick update on the uh the 420 dodge day elon,,
Crypto_Daily_Trade_Signals_20210419_Doge_Day_4_20!_Huge_Pump_Coming!_Elon_Musk_HUGE_DOGECOIN_ANNOUNCEMENT_⚠️.en.vtt,00:03:03.680,00:03:12.800,crypto_space,musk tie up with nasa uh i think elon's gonna probably have a tweet coming out uh in the next five to six hours so you're definitely gonna want to,,
Crypto_Daily_Trade_Signals_20210419_Doge_Day_4_20!_Huge_Pump_Coming!_Elon_Musk_HUGE_DOGECOIN_ANNOUNCEMENT_⚠️.en.vtt,00:03:12.800,00:03:24.000,DOGE,watch for the big pump but definitely keep an eye on doge as i said the couple handles formed we should start breaking out really soon and with all of,DOGE,
Crypto_Daily_Trade_Signals_20210419_Doge_Day_4_20!_Huge_Pump_Coming!_Elon_Musk_HUGE_DOGECOIN_ANNOUNCEMENT_⚠️.en.vtt,00:03:24.000,00:03:34.400,crypto_space,this buzz and hype on on twitter with the 69 cent target i definitely think that we're gonna we're gonna hit it and it's gonna be a big pump uh,,
Crypto_Daily_Trade_Signals_20210419_Doge_Day_4_20!_Huge_Pump_Coming!_Elon_Musk_HUGE_DOGECOIN_ANNOUNCEMENT_⚠️.en.vtt,00:03:34.400,00:03:45.920,crypto_space,happening so yeah peace out guys uh this is daryl from crypto daily trade signals have a great day shout out to all my subscribers i love you guys we'll,,
Crypto_Daily_Trade_Signals_20210420_DOGECOIN_HUGE_PUMP_STILL_INCOMING!_DOGE_DAY!_420!_BIG_NEWS!__ELON_MUSK_TWITTER.en.vtt,00:00:00.000,00:00:10.960,crypto_space,hey this is daryl from crypto daily trade signals coming to you with a another amazing video uh if you like this channel please subscribe like and share with your,,
Crypto_Daily_Trade_Signals_20210420_DOGECOIN_HUGE_PUMP_STILL_INCOMING!_DOGE_DAY!_420!_BIG_NEWS!__ELON_MUSK_TWITTER.en.vtt,00:00:10.960,00:00:18.640,crypto_space,friends we got some interesting news for you some interesting ta i'm sure you're gonna love it so let's dive into the content and if you like crypto and you,,
Crypto_Daily_Trade_Signals_20210420_DOGECOIN_HUGE_PUMP_STILL_INCOMING!_DOGE_DAY!_420!_BIG_NEWS!__ELON_MUSK_TWITTER.en.vtt,00:00:18.640,00:00:26.960,crypto_space,like money you're in the right place at the right hey everybody this is uh daryl from crypto daily trade signals coming to you with a dodge coin update uh,,
Crypto_Daily_Trade_Signals_20210420_DOGECOIN_HUGE_PUMP_STILL_INCOMING!_DOGE_DAY!_420!_BIG_NEWS!__ELON_MUSK_TWITTER.en.vtt,00:02:09.920,00:02:18.959,crypto_space,talking about in my previous video so i wouldn't worry about that so some of the news that's coming out uh dodge coin cryptocurrency slumps after hashtag fueled surged to,,
Crypto_Daily_Trade_Signals_20210420_DOGECOIN_HUGE_PUMP_STILL_INCOMING!_DOGE_DAY!_420!_BIG_NEWS!__ELON_MUSK_TWITTER.en.vtt,00:02:52.319,00:03:03.760,crypto_space,400 rally in the past week the total value of all circulating dodge coins the the world uh briefly rose to as much as 50 billion according to data provided,,
Crypto_Daily_Trade_Signals_20210420_DOGECOIN_HUGE_PUMP_STILL_INCOMING!_DOGE_DAY!_420!_BIG_NEWS!__ELON_MUSK_TWITTER.en.vtt,00:03:36.080,00:03:47.519,crypto_space,at the top and and walk away with some good profits but now definitely it's a good buying opportunity we can see if you know if you'd have bought in,,
Crypto_Daily_Trade_Signals_20210420_DOGECOIN_HUGE_PUMP_STILL_INCOMING!_DOGE_DAY!_420!_BIG_NEWS!__ELON_MUSK_TWITTER.en.vtt,00:03:47.519,00:03:56.480,crypto_space,at the lower 27 and uh you're still holding your you're in profit right now but i would keep holding this thing is going to definitely uh go to a,,
Crypto_Daily_Trade_Signals_20210420_DOGECOIN_HUGE_PUMP_STILL_INCOMING!_DOGE_DAY!_420!_BIG_NEWS!__ELON_MUSK_TWITTER.en.vtt,00:05:22.000,00:05:34.440,crypto_space,is uh daryl from crypto daily trade signals this is not financial advice do your own homework once again i think dodge is set to explode again and peace out,,
Crypto_Daily_Trade_Signals_20210422_Why__Bitcoin__Crashed_Today.en.vtt,00:00:00.000,00:00:09.360,BTC,hi this is daryl from uh crypto daily trade signals and i just have an emergency update for you on uh the bitcoin crash and what caused a big going,BTC,
Crypto_Daily_Trade_Signals_20210422_Why__Bitcoin__Crashed_Today.en.vtt,00:00:09.360,00:00:20.480,BTC,crash uh bitcoin was at 55 and it suddenly dropped to 51 000 uh you saw that the dow jones uh dropped 300 points you saw nasdaq went down uh,BTC,
Crypto_Daily_Trade_Signals_20210422_Why__Bitcoin__Crashed_Today.en.vtt,00:01:05.760,00:01:19.759,crypto_space,unfortunately cryptocurrency is in the same classification as uh stocks so this caused a lot of uh people to be unsettled and uh panic sell now and this capital gains,,
Crypto_Daily_Trade_Signals_20210422_Why__Bitcoin__Crashed_Today.en.vtt,00:01:30.159,00:01:39.439,BTC,of uh a lot of new millionaires so people kind of panicked on that also when the dow jones and nasdaq drops uh bitcoin tends to follow suit so you,BTC,
Crypto_Daily_Trade_Signals_20210422_Why__Bitcoin__Crashed_Today.en.vtt,00:01:39.439,00:01:51.280,BTC,guys just need not to panic have golden hands diamond hands and hollow your bitcoin and don't sell off to the whales so basically what caused the bitcoin crash was,BTC,
Crypto_Daily_Trade_Signals_20210422_Why__Bitcoin__Crashed_Today.en.vtt,00:02:03.200,00:02:14.720,crypto_space,not good for anybody uh it doesn't help the economy and it definitely is going to put a big kibosh on cryptocurrency so don't panic guys this is daryl from,,
Crypto_Daily_Trade_Signals_20210424_Will_Amazon_Buy_Dogecoin_Jeff_Bezos_Dogecoin_To__Blast_Off_!_Huge_Dogecoin_News_!__$1_To_The_Moon!.en.vtt,00:00:00.000,00:00:13.679,crypto_space,good morning everybody it's daryl from crypto daily trade signals coming to you live from asia it's april 25th and it's around 10 30 a.m uh dodge coin is uh,,
Crypto_Daily_Trade_Signals_20210424_Will_Amazon_Buy_Dogecoin_Jeff_Bezos_Dogecoin_To__Blast_Off_!_Huge_Dogecoin_News_!__$1_To_The_Moon!.en.vtt,00:01:05.600,00:01:17.040,crypto_space,they're only my opinions so let's get into the content all right let's jump into the announcement big announce come a big announcement coming from the crypto space there's been,,
Crypto_Daily_Trade_Signals_20210424_Will_Amazon_Buy_Dogecoin_Jeff_Bezos_Dogecoin_To__Blast_Off_!_Huge_Dogecoin_News_!__$1_To_The_Moon!.en.vtt,00:01:28.400,00:01:42.640,DOGE,bezos invest in dogecoin and if jeff invests in dogecoin as you know jeff is the uh the founder and the ceo of amazon one of the uh world's biggest,DOGE,
Crypto_Daily_Trade_Signals_20210424_Will_Amazon_Buy_Dogecoin_Jeff_Bezos_Dogecoin_To__Blast_Off_!_Huge_Dogecoin_News_!__$1_To_The_Moon!.en.vtt,00:01:55.520,00:02:07.200,DOGE,would be amazing this would be the pump that we're all looking for this is everything that the dogecoin army is waiting for do i believe that jeff bezos is,DOGE,
Crypto_Daily_Trade_Signals_20210424_Will_Amazon_Buy_Dogecoin_Jeff_Bezos_Dogecoin_To__Blast_Off_!_Huge_Dogecoin_News_!__$1_To_The_Moon!.en.vtt,00:02:20.400,00:02:33.120,DOGE,apple is also looking at dogecoin as an investment a lot of people have been saying a lot of being people saying oh dogecoin is just uh some kind of,DOGE,
Crypto_Daily_Trade_Signals_20210424_Will_Amazon_Buy_Dogecoin_Jeff_Bezos_Dogecoin_To__Blast_Off_!_Huge_Dogecoin_News_!__$1_To_The_Moon!.en.vtt,00:03:08.080,00:03:18.000,crypto_space,terms of the cryptocurrency space and i believe that because it's in the top 10 it's not going to just suddenly fall back down to the 100 or 200 space,,
Crypto_Daily_Trade_Signals_20210424_Will_Amazon_Buy_Dogecoin_Jeff_Bezos_Dogecoin_To__Blast_Off_!_Huge_Dogecoin_News_!__$1_To_The_Moon!.en.vtt,00:04:44.160,00:04:57.600,BTC,you can see here this is where we had the uh the bitcoin the bitcoin uh crash with uh from biden's news right here in this area so what do,BTC,
Crypto_Daily_Trade_Signals_20210424_Will_Amazon_Buy_Dogecoin_Jeff_Bezos_Dogecoin_To__Blast_Off_!_Huge_Dogecoin_News_!__$1_To_The_Moon!.en.vtt,00:05:41.520,00:05:54.320,BTC,we can see uh jeff bezos announcing that he's going to buy bitcoin if that happens we're going to see basically a parabolic move all the way up to uh,BTC,
Crypto_Daily_Trade_Signals_20210424_Will_Amazon_Buy_Dogecoin_Jeff_Bezos_Dogecoin_To__Blast_Off_!_Huge_Dogecoin_News_!__$1_To_The_Moon!.en.vtt,00:06:14.319,00:06:23.039,crypto_space,cents uh pretty soon so i think that's going to happen uh in the next two to three days definitely we're going to have a measured move uh in the,,
Crypto_Daily_Trade_Signals_20210424_Will_Amazon_Buy_Dogecoin_Jeff_Bezos_Dogecoin_To__Blast_Off_!_Huge_Dogecoin_News_!__$1_To_The_Moon!.en.vtt,00:06:23.039,00:06:35.039,crypto_space,next two to three days i think we'll be back up here by the 26th or 27th if we get that jeff bezos announcement we will definitely be going to,,
Crypto_Daily_Trade_Signals_20210424_Will_Amazon_Buy_Dogecoin_Jeff_Bezos_Dogecoin_To__Blast_Off_!_Huge_Dogecoin_News_!__$1_To_The_Moon!.en.vtt,00:06:54.960,00:07:07.840,ETH,also one big announcement uh i'd like to announce that the winner of the one thousand dollar worth of ethereum is a subscriber by the name of coco and you'll,ETH,
Crypto_Daily_Trade_Signals_20210424_Will_Amazon_Buy_Dogecoin_Jeff_Bezos_Dogecoin_To__Blast_Off_!_Huge_Dogecoin_News_!__$1_To_The_Moon!.en.vtt,00:07:07.840,00:07:17.360,ETH,see that flash up here on the right thank you coco for being the big winner pm me on the telegram group give me your ethereum wallet and we'll get,ETH,
Crypto_Daily_Trade_Signals_20210424_Will_Amazon_Buy_Dogecoin_Jeff_Bezos_Dogecoin_To__Blast_Off_!_Huge_Dogecoin_News_!__$1_To_The_Moon!.en.vtt,00:07:17.360,00:07:30.400,crypto_space,that one thousand dollars out to you asap this is daryl from crypto daily trade signals peace be blessed be safe,,
Crypto_Daily_Trade_Signals_20210426_OMG_!_Doge_Coin_Pumping__Incoming_Right_Now!_Dogecoin_Will_Make_You_Rich_This_Bull_Run!.en.vtt,00:00:00.000,00:00:08.960,crypto_space,hey everybody this is daryl from crypto daily trade signals coming to you live from asia uh today i have a really great video for you we're gonna be talking,,
Crypto_Daily_Trade_Signals_20210426_OMG_!_Doge_Coin_Pumping__Incoming_Right_Now!_Dogecoin_Will_Make_You_Rich_This_Bull_Run!.en.vtt,00:00:30.160,00:00:42.640,crypto_space,robin hood look what happened with all street wall street bets they were able to stop the big financial institutions and squeeze their short positions so dodge coin definitely is,,
Crypto_Daily_Trade_Signals_20210426_OMG_!_Doge_Coin_Pumping__Incoming_Right_Now!_Dogecoin_Will_Make_You_Rich_This_Bull_Run!.en.vtt,00:00:54.559,00:01:04.159,crypto_space,on amazon so that means that dodge coin is gonna have a huge utility and i believe that it's gonna be a moon rocket ride one dollar is definitely going,,
Crypto_Daily_Trade_Signals_20210426_OMG_!_Doge_Coin_Pumping__Incoming_Right_Now!_Dogecoin_Will_Make_You_Rich_This_Bull_Run!.en.vtt,00:01:04.159,00:01:17.600,crypto_space,to happen two dollars three dollars dodge coin is definitely a disruptive crypto that's making waves in the whole crypto space it's totally different it's a people power coin and,,
Crypto_Daily_Trade_Signals_20210426_OMG_!_Doge_Coin_Pumping__Incoming_Right_Now!_Dogecoin_Will_Make_You_Rich_This_Bull_Run!.en.vtt,00:01:17.600,00:01:28.080,crypto_space,i believe in people power and you should believe in people power dodge coin is not just a crypto it's a movement and there's so many people that are holding,,
Crypto_Daily_Trade_Signals_20210426_OMG_!_Doge_Coin_Pumping__Incoming_Right_Now!_Dogecoin_Will_Make_You_Rich_This_Bull_Run!.en.vtt,00:01:47.200,00:01:59.439,crypto_space,truly going to explode i think that if you want to become a millionaire in this will run dodgecoin is definitely your ticket so let's jump into some of the,,
Crypto_Daily_Trade_Signals_20210426_OMG_!_Doge_Coin_Pumping__Incoming_Right_Now!_Dogecoin_Will_Make_You_Rich_This_Bull_Run!.en.vtt,00:03:00.480,00:03:14.800,DOGE,dogecoin right now is uh trading at around about 26 cents and it's uh forming uh it's still forming this ascending triangle and it's trading it's really trading in this,DOGE,
Crypto_Daily_Trade_Signals_20210426_OMG_!_Doge_Coin_Pumping__Incoming_Right_Now!_Dogecoin_Will_Make_You_Rich_This_Bull_Run!.en.vtt,00:03:14.800,00:03:27.040,BTC,range area here uh it needs to break out of this resistance level at around 27 before we see the next leg up uh bitcoin right now uh is trading,BTC,
Crypto_Daily_Trade_Signals_20210426_OMG_!_Doge_Coin_Pumping__Incoming_Right_Now!_Dogecoin_Will_Make_You_Rich_This_Bull_Run!.en.vtt,00:03:39.599,00:03:51.280,BTC,once uh bitcoin starts to break out of its uh 60 000 range and has this new leg up to 70 68 5 66 you're gonna see dodge point also,BTC,
Crypto_Daily_Trade_Signals_20210426_OMG_!_Doge_Coin_Pumping__Incoming_Right_Now!_Dogecoin_Will_Make_You_Rich_This_Bull_Run!.en.vtt,00:03:51.280,00:04:03.599,DOGE,do the same thing so i'm pretty confident that we're gonna be testing all time highs really soon with dogecoin so that's my price prediction so as uh elon musk,DOGE,
Crypto_Daily_Trade_Signals_20210426_OMG_!_Doge_Coin_Pumping__Incoming_Right_Now!_Dogecoin_Will_Make_You_Rich_This_Bull_Run!.en.vtt,00:04:03.599,00:04:16.479,crypto_space,said guys just keep huddling your deutsche coin and this thing is definitely going to hit one dollar soon i believe amazon's going to announce shortly that bezos is going,,
Crypto_Daily_Trade_Signals_20210426_OMG_!_Doge_Coin_Pumping__Incoming_Right_Now!_Dogecoin_Will_Make_You_Rich_This_Bull_Run!.en.vtt,00:04:45.600,00:04:58.960,crypto_space,by what people say this is definitely going to take off so just to summarize this video if you want to be a millionaire in this crypto currency bull cycle,,
Crypto_Daily_Trade_Signals_20210426_OMG_!_Doge_Coin_Pumping__Incoming_Right_Now!_Dogecoin_Will_Make_You_Rich_This_Bull_Run!.en.vtt,00:04:58.960,00:05:08.080,DOGE,you have to buy dogecoin dogecoin will definitely make you a millionaire also if you like this video please smash that like subscribe big shout out love to all my,DOGE,
Crypto_Daily_Trade_Signals_20210426_OMG_!_Doge_Coin_Pumping__Incoming_Right_Now!_Dogecoin_Will_Make_You_Rich_This_Bull_Run!.en.vtt,00:05:08.080,00:05:17.759,crypto_space,supporters beware of scammers in the comments they will share your whatsapp number and ask you to contact them never contact them this is derral from crypto daily crypto trade,,
Crypto_Daily_Trade_Signals_20210427_WARNING!_Elon_Musk_Sells_Bitcoin_!___Top_Altcoins_2021____Bitcoin_Price_Prediction!.en.vtt,00:00:00.000,00:00:09.440,crypto_space,hey everybody this is daryl from crypto daily trade signals and i'm coming to you with a very quick update and some breaking news that's going to affect uh the,,
