Podcast_Title,Start_Time,End_Time,Auto_Label,Text,Coin,Sentiment
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,01:52:48.480,01:53:01.440,DOGE,doge in japan a few years back it's uh she's an amazing dog he's still alive wait the original doge yeah oh wow um so you know we accept doge,DOGE,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,01:53:17.840,01:53:27.520,DOGE,i love doge i bought i bought a bunch of doughs i still hold some a bunch of dosh the on the scalability question like the challenge basically is like,DOGE,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,01:53:46.639,01:53:55.679,DOGE,like some of the layer two technologies that we've been talking about um i mean i personally think that you know if doge wants to somehow bridge to ethereum and,DOGE,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,01:53:55.679,01:54:03.920,DOGE,then people can trade doge thousands of times a second inside of loopering then you know that would be amazing i mean if they want to just like take zika,DOGE,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,01:54:11.679,01:54:25.520,DOGE,what is there ways for ethereum and uh dogecoin to work together so okay so there's a power behind a person like elon musk pushing the development of a cryptocurrency,DOGE,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,01:54:25.520,01:54:39.119,ETH,is there ways to leverage that power and that momentum to improve ethereum to improve some of the sort of uh cryptocurrencies that are already technologically advanced and pushing forward,ETH,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,01:54:39.119,01:54:50.400,DOGE,that kind of technology i i definitely think there is room for you know that uh there's that meme of doge like taking over that's the door i've seen it,DOGE,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,01:54:50.400,01:55:00.880,DOGE,is there a way to ride that uh that storm that wave of the doge has taken over i think if we could have a secure doshu ethereum bridge then,DOGE,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,01:55:00.880,01:55:10.000,ETH,you know that would be amazing and then when ethereum gets its scalability any scalability thing that works for ethereum assets you would be able to also like trade wrapped,ETH,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,01:55:47.840,01:56:00.239,DOGE,um but um you know if there's potentially some way for dogecoin to merge mine within ethereum proof of stake ins of some kinds then like that could be an,DOGE,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,01:56:11.199,01:56:22.320,ETH,project called btc relay it's a smart contract on ethereum that just verifies bitcoin blocks i think people stopped really caring about and maintaining it because there just weren't enough,ETH,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,01:57:07.119,01:57:17.040,DOGE,soft forks because like you know that that's their religion but no they'll they'll do it that way and if doge wants to make a fork where that allow allows,DOGE,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,01:57:17.040,01:57:27.360,ETH,for like two-way transferability with the ethereum then you know they could i mean i i think that would be a lovely collaboration to make if there's interest i think,ETH,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,01:58:04.560,01:58:14.560,ETH,negatives what do you think the future for tesla and spacex in the cryptocurrency space looks like do you think they'll consider ethereum um i'm i'm sure that if you,ETH,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,01:58:14.560,01:58:27.679,DOGE,know that they stay in the the cryptocurrency ecosystem at all then they have to at some point yeah you know bitcoin number one dogecoin number i mean you know,DOGE,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,01:59:10.400,01:59:20.080,DOGE,i like dogs yeah right that is i think that is literally the reasoning behind the whole dose dogecoin thing there is some aspect to which i mean the guy,DOGE,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,01:59:42.239,01:59:53.360,DOGE,most entertaining outcome and in many ways dogecoin is the most entertaining cryptocurrency as cryptocurrency becomes more and more impactful in the world people are getting more and more serious,DOGE,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,02:03:01.599,02:03:14.719,ETH,just those kinds of reasons i would personally like prefer um ethereum itself to be more of this sort of pure platform that just analyzes the transactions and just mathematically,ETH,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,02:13:30.000,02:13:39.280,crypto_space,cryptography you know it's like very much not well okay i mean i shouldn't quite say that it's traditional cryptography is this interesting mix of being very formal and being,,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,02:16:46.000,02:16:56.960,crypto_space,what do you think will happen in the uh in the digital space with nfts in virtual reality and gaming all those kinds of things i was definitely surprised by,,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,02:20:02.800,02:20:13.200,ETH,language from the bitcoin maximalist that doesn't just say everything is a scam including ethereum uh but they use terms like coin that says it's not only a scam it's,ETH,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,02:20:42.160,02:20:51.600,crypto_space,area like there's definitely things that are really in actual scams like i mean bit connects would be one example of uh something that's away on the scam spectrum did,,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,02:21:12.960,02:21:19.359,crypto_space,bunch of people to buy this coin and they had this claims about how it would go to go up in value yeah that was definitely like the peak of,,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,02:49:29.760,02:49:40.000,crypto_space,like basically squandering that opportunity so yeah and i guess my philosophy is on that is definitely more subtractive than added over there but once you have enough money that,,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,02:55:58.720,02:56:10.160,ETH,and like one example of this in ethereum lands right is um like i think the part of ethereum history where i thought that the ethereum community was at its,ETH,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,02:57:00.560,02:57:09.040,ETH,is just as like a psyop by you know the bitcoin community and just the wealthy bitcoiners trying to destroy ethereum and like in the back of my mind i,ETH,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,02:57:09.040,02:57:20.080,BTC,knew that that wasn't entirely true like there were definitely were bitcoiners but at the same time like i think blaming political like internal disa or blaming disagreements on foreign,BTC,
Lex_Fridman_20210603_Vitalik_Buterin_-_Ethereum_2.0___Lex_Fridman_Podcast_#188.en.vtt,02:58:57.120,02:59:08.240,crypto_space,i think they would not have um accepted in other circumstances and i i definitely like to to some extent played along with this myself right and i do definitely,,
